OBJECTID *,A.T. Region Acronym,Trail Club Acronym,Campsite Name,Status,In FMSS?,FMSS Name,FMSS Location ID *,GIS ID,Type of Campsite,Number of Sites,Number of 8x8 Tentsites,Number of Constructed Tent Pads,Predominant Tent Pad Perimeter Material,Number of Constructed Tent Platforms,Predominant Tent Platform Deck Material,Number of Metal Fire Rings,Number of Mortared Fire Rings,Number of Food Boxes,Number of Food Cables,Number of Food Poles,Number of Metal Storage Boxes,Number of Plastic Storage Boxes,Number of Wooden Storage Boxes,Number of Bulletin Boards/Kiosks,Number of Directional/Wayfinding Signs,Number of Educational/Interpretative Signs,Number of Identification/Entrance Signs,Number of Regulatory/Safety Signs,Number of Bollards,Number of Boulders,Number of Cattle Guards,Number of Gates,Number of Stiles,Number of Fences,Total Fence Length Feet,Predominant Fence Material,Photos Taken?,Year Built,Comments,FMSS Quantity,Description,FBMS ID,Optimizer Band,Asset Priority Index,Historic Status,State,County,A.T. Region,Congressional District,Trail_Club,Northern Maintainer Boundary,Southern Maintainer Boundary,A.T. Maintainer Section,Wilderness Area,Ownership,Latitude,Longitude,Maximum PDOP,Maximum HDOP,Correction Type,Receiver Type,GPS Date,GPS Time,Update Status,Feature Name,Datafile,Unfiltered Positions,Filtered Positions,Data Dictionary,GPS Week,GNSS Height,Vertical Precision,Horizontal Precision,Standard Deviation,Point X,Point Y,GFID,Source,Version,Publish?,Creator,Creation Date,Editor,Edit Date,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Photo9,Photo10,GlobalID *,Shape *
203,MARO,AMC-DV,Leroy A. Smith Shelter Campsite,Official A.T. Campsite,Yes,AMC-DV Leroy A. Smith Shelter Campsite,250563,CS383,Designated Campsite,15,15,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1972,,0.022039,AMC-DV Leroy A. Smith Shelter Campsite,IB14001000208620001535,1,100,N,Pennsylvania,MONROE,Mid-Atlantic,Congressional District 17,Appalachian Mountain Club - Delaware Valley Chapter,PA 33,Katellen Trail junction,PA 33 to Katellen Trail junction,N,STATE FEE - STATE OF PENNSYLVANIA,40.8405173,-75.35896281,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-75.358963,40.840517,{6a8ba2b7-d79f-4523-a9bf-0a62aa03ee34},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/15AHifybWD6Gg6oRqepcv1k_Yme0CywWt/view?usp=drivesdk,,,,,,,,,,{9d67bff9-2823-4d15-b826-0d91c0c9048d},Point
204,MARO,NYNJTC,Backpacker Campsite,Official A.T. Campsite,Yes,NYNJTC Backpacker Campsite,102008,CS380,Designated Campsite,41,40,0,None,1,Dimensional Lumber,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,Yes,1968,,0.061065,NYNJTC Backpacker Campsite,IB14001000208620000015,1,100,Y,New Jersey,WARREN,Mid-Atlantic,Congressional District 5,New York-New Jersey Trail Conference,Garvey Spring Trail,Holly Springs Trail,Garvey Spring Trail to Holly Springs Trail,N,STATE FEE - STATE OF NEW JERSEY - WORTHINGTON SF,40.99944131,-75.0899363,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-75.089936,40.999441,{848a7d13-5dd5-4f26-a7e7-7ead7fbbf312},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1eDS2P5wzlbgag4UU4himrzlBS7FJ10kf/view?usp=drivesdk,,,,,,,,,,{361085b9-006e-4101-ad0f-5388b65ec3c3},Point
205,MARO,YHC,Susquehanna Campsite,Official A.T. Campsite,Yes,YHC Susquehanna Campsite,250607,NA,Designated Campsite,3,0,3,Benching/Side Hill,0,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,None,Yes,1980,Not sure about spatial info,0.004408,YHC Susquehanna Campsite,IB14001000208620001577,1,100,N,Pennsylvania,DAUPHIN,Mid-Atlantic,Congressional District 11,York Hiking Club,Clarks Ferry Shelter side trail,Clarks Ferry Bridge (east end),Clarks Ferry Shelter side trail to Clarks Ferry Bridge (east end),N,FEDERAL FEE - NPS APPA,40.39097171,-76.99714983,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-76.99715,40.390972,{9dc0a7e2-4aa7-4d5a-92c3-a10a83f80749},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1jsdxGu-kACTKJl8eG2SyH7DSQISEDjFK/view?usp=drivesdk,https://drive.google.com/file/d/1MeJFnry7uuJLOhKFAjM7r6QgCpgxd_fh/view?usp=drivesdk,https://drive.google.com/file/d/1FYMeLHSAkeXkiMFYnrC9dU68WLZmTt_p/view?usp=drivesdk,https://drive.google.com/file/d/1OH2WlC3Xc3UIncXJm88-f3hso95i9CYj/view?usp=drivesdk,,,,,,,{29602ac1-80e1-4690-baa8-19c17be06126},Point
206,MARO,PATC,Quarry Gap Shelter Group Campsite,Official A.T. Campsite,Yes,PATC Quarry Gap Shelter Group Campsite,250598,NA,Designated Groupsite,11,11,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1994,Not sure about spatial info,0.016162,PATC Quarry Gap Shelter Group Campsite,IB14001000208620001569,1,100,N,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,Ridge Road at Sandy Sod,Quarry Gap Shelter,Ridge Road at Sandy Sod to Quarry Gap Shelter,N,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.932314,-77.485797,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.485797,39.932314,{3c1a01c5-3eb6-4f1a-be76-6f4739d9dbae},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1BF_WFlRI9X2UEJik303ag49MTj9O4gYT/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1iIjfgLaODBs9UowZNWyMrODfrCD1wo7b/view?usp=drivesdk,,,,,,,,,{e6db0dec-aab6-4d7e-ad32-4621c40753a6},Point
207,MARO,PATC,Tumbling Run Shelters Group Campsite,Official A.T. Campsite,Yes,PATC Tumbling Run Shelters Group Campsite,250606,NA,Designated Groupsite,6,0,6,Dimensional Lumber,0,None,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,None,Yes,2011,Not sure about spatial info,0.008815,PATC Tumbling Run Shelters Group Campsite,IB14001000208620001578,1,100,N,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,Gas Pipeline,Rattlesnake Run Road,Gas Pipeline to Rattlesnake Run Road,N,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.80435,-77.477135,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.477135,39.80435,{d04cd810-ee8b-4e2f-9176-55d608776c8f},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1PpFXKkRR3YATxd_Zu0KWsxpoIfF2URx-/view?usp=drivesdk,,,,,,,,,,{cd7dd67a-fca4-48e9-bf87-41e66ab5b944},Point
208,MARO,PATC,Deer Lick Shelters Campsite,Official A.T. Campsite,Yes,PATC Deer Lick Shelters Campsite,250585,NA,Designated Campsite,2,0,2,Stone,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,No,1940,Not sure about spatial info,0.002938,PATC Deer Lick Shelters Campsite,IB14001000208620001557,1,100,N,Pennsylvania,FRANKLIN,Mid-Atlantic,Congressional District 9,Potomac Appalachian Trail Club,Rattlesnake Run Road,PA 16,Rattlesnake Run Road to PA 16,N,STATE FEE - STATE OF PENNSYLVANIA - MICHAUX SF,39.7661,-77.48506,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.48506,39.7661,{f5fa0060-33ff-4fa2-b6e8-dfd35ff103af},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1g5eFpAnwzaJA5iAV02dptWEmjrQuxj2c/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1qzIbpONSu2yDPP1QVUHOIm3qbJ_ufMq7/view?usp=drivesdk,,,,,,,,,{2c00eb8a-d181-4544-a72e-c52228ac4cf0},Point
209,MARO,PATC,Raven Rock Shelter Campsite,Official A.T. Campsite,Yes,PATC Raven Rock Shelter Campsite,250599,NA,Designated Campsite,6,0,6,Dimensional Lumber,0,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2010,Not sure about spatial info,0.008815,PATC Raven Rock Shelter Campsite,IB14001000208620001570,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,High Rock Parking Area,MD 491 (Raven Rock Rd),High Rock Parking Area to MD 491 (Raven Rock Rd),N,STATE FEE - STATE OF MARYLAND,39.67337,-77.53029,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.53029,39.67337,{5c35d200-70f7-4bd0-a94b-a7922613c91e},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1-BSjeY-3jX10YbTV3sMin0gExKBWcUoA/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1vG7wuqpAarD14EHLs-A2b4SiglGzPOLR/view?usp=drivesdk,,,,,,,,,{7de8ef9a-a638-4cc8-9534-00462d4ace43},Point
210,MARO,PATC,Ensign Cowall Shelter Campsite 1,Official A.T. Campsite,Yes,PATC Ensign Cowall Shelter Campsite 1,250589,NA,Designated Campsite,2,0,2,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1999,Not sure about spatial info,0.002938,PATC Ensign Cowall Shelter Campsite 1,IB14001000208620001560,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Warner Hollow Rd,MD 17 (Wolfsville Rd),Warner Hollow Rd to MD 17 (Wolfsville Rd),N,STATE FEE - STATE OF MARYLAND,39.63060438,-77.55685776,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.556858,39.630604,{73113b91-99ea-4814-a42c-1c240de0419e},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/18EGmYEjIsbQDkgl4Q7udbwa5z7KhcLxG/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1WgVQ4fIOfYQfyuA4AlDwGF0He3QsDW5O/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1JD8av8vl5bKxKsmdG_HApIbp3T-I9wF0/view?usp=drivesdk,,,,,,,,{b4703086-b454-43bb-8338-02b4d884ee40},Point
211,MARO,PATC,Ensign Cowall Shelter Campsite 2,Official A.T. Campsite,Yes,PATC Ensign Cowall Shelter Campsite 2,250590,NA,Designated Campsite,3,0,3,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,None,Yes,1999,Not sure about spatial info,0.004408,PATC Ensign Cowall Shelter Campsite 2,IB14001000208620001561,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Warner Hollow Rd,MD 17 (Wolfsville Rd),Warner Hollow Rd to MD 17 (Wolfsville Rd),N,STATE FEE - STATE OF MARYLAND,39.63059963,-77.55548661,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.555487,39.6306,{c2f44a30-ec7b-489f-9401-c2f902ceae05},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1K0Fe4VsEYIk1fniKgwnSQKz13DAh6mrf/view?usp=drivesdk,https://drive.google.com/file/d/1_ht568NVa6kLeqMXYxkheowQz6ffAKug/view?usp=drivesdk,,,,,,,,,{0e010096-c13f-496c-a0c0-a8595fdbe08f},Point
212,MARO,PATC,Annapolis Rock Campsite,Official A.T. Campsite,Yes,PATC Annapolis Rock Campsite,250576,NA,Designated Campsite,20,0,19,Benching/Side Hill,1,Dimensional Lumber,0,0,0,0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,None,Yes,2010,Not sure about spatial info,0.030211,PATC Annapolis Rock Campsite,IB14001000208620001548,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Annapolis Rocks Trail,US 40,Annapolis Rocks Trail to US 40,N,STATE FEE - STATE OF MARYLAND,39.557737,-77.597071,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.597071,39.557737,{c4e3e5c8-32bf-447b-b125-92d1b8c7c47d},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1YMyKy4g4YkPoIMILCfsmrED6Rfd9mOtT/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1URbp8_2-6m2A1qyYQL57zdoqLeGXzb99/view?usp=drivesdk,,,,,,,,,{c7a527b4-483a-4191-ba25-15cfeec25fe2},Point
213,MARO,PATC,Pine Knob Shelter Campsite,Official A.T. Campsite,Yes,PATC Pine Knob Shelter Campsite,250595,NA,Designated Campsite,6,0,6,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,None,Yes,1939,Not sure about spatial info,0.008815,PATC Pine Knob Shelter Campsite,IB14001000208620001567,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Annapolis Rocks Trail,US 40,Annapolis Rocks Trail to US 40,N,FEDERAL FEE - NPS APPA,39.54167,-77.60227,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.60227,39.54167,{c1048bed-bfeb-4512-afb0-0b6eb2a4cd48},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/11rjy_T2LWOCTnzwyOhIyZMCiC9VvSFeH/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1ow-S0PBDV8Nr9ZIk6BzOiRdWBbp-YjEO/view?usp=drivesdk,,,,,,,,,{af76ae47-8805-4c1c-a6fd-f2f8b0b41b7e},Point
214,MARO,PATC,Rocky Run Shelter Campsite,Official A.T. Campsite,Yes,PATC Rocky Run Shelter Campsite,250602,NA,Designated Campsite,4,0,4,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2008,Not sure about spatial info,0.005877,PATC Rocky Run Shelter Campsite,IB14001000208620001573,1,100,N,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Turners Gap,Firetower Road,Turners Gap to Firetower Road,N,STATE FEE - STATE OF MARYLAND,39.46208,-77.63143,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.63143,39.46208,{17da99dc-84d8-422b-92a1-6978d27c6261},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1VdU2goA7GTTaRtRcQgpUMh_TNqqj4_3j/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1FCVEjKVpx7rJANR9Y6XA_Zw0IASGvL8N/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1Sy7c2_M7uPZ98tZEqM5HOMjJP5pS3H8X/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1DDXfb35q5A2h_iYU8uTwntQc3xqrVz9H/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1uYHPle3NVSi59KFUfNp4URJtnJr-Rmqq/view?usp=drivesdk,,,,,,{e4bd2f0e-9494-4161-832e-427d16786f30},Point
215,MARO,PATC,Ed Garvey Shelter Campsite,Official A.T. Campsite,Yes,PATC Ed Garvey Shelter Campsite,250588,NA,Designated Campsite,4,0,4,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2002,Not sure about spatial info,0.005877,PATC Ed Garvey Shelter Campsite,IB14001000208620001559,1,100,N,Maryland,FREDERICK,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Crampton Gap,Garvey Shelter Trail,Crampton Gap to Garvey Shelter Trail,N,FEDERAL FEE - NPS APPA,39.35979188,-77.66203954,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.66204,39.359792,{ba4ab560-b421-43fd-8987-e0713f8899b2},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1c8Ibf5YcJcDSsDx7JiuH0Fgo_b4RwYF4/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1-utmoR-NIojegZaqBSwcCmumQ88Bvjqi/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1Xki9EMilfI7WH990gE1rDwmzC49Xz7MK/view?usp=drivesdk,,,,,,,,{74b56dbd-1e31-4386-8515-e9602d8b0b2e},Point
216,MARO,PATC,Rod Hollow Shelter Campsite,Official A.T. Campsite,Yes,PATC Rod Hollow Shelter Campsite,250603,NA,Designated Campsite,4,0,4,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1986,Not sure about spatial info,0.005877,PATC Rod Hollow Shelter Campsite,IB14001000208620001575,1,100,N,Virginia,CLARKE,Mid-Atlantic,Congressional District 10,Potomac Appalachian Trail Club,Trans Mountain Trail,Duke Hollow,Trans Mountain Trail to Duke Hollow,N,FEDERAL FEE - NPS APPA,39.04759667,-77.94437129,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-77.944371,39.047597,{541a0dbb-4049-49b7-b21d-a73edc9202dd},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1vb3wUlKp0yUlocU46izf4bZrdtc-C9Bh/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1gVGN_NNRi1BcFvVBm2A_JLlaVpE9g4En/view?usp=drivesdk,,,,,,,,,{b6807c0c-8adb-485f-ace1-19f8998f8c15},Point
217,MARO,PATC,Mosby Campsite,Official A.T. Campsite,Yes,PATC Mosby Campsite,250593,NA,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,No,2017,Not sure about spatial info,0.005877,PATC Mosby Campsite,IB14001000208620001564,1,100,N,Virginia,FAUQUIER,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,South End of Waterline (Approximate Location),Bear Hollow Creek,South End of Waterline (Approximate Location) to Bear Hollow Creek,N,FEDERAL FEE - NPS APPA,38.87936,-78.10237,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.10237,38.87936,{b3ff53a6-d02c-4574-9543-48515b8fc74a},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1zDrXVnkBFORxFLjRIf8oiWVcP6gk-IPL/view?usp=drivesdk,,,,,,,,,,{169f5dee-2335-45d7-b4fc-90363835db31},Point
218,MARO,PATC,Gravel Springs Hut Campsite,Official A.T. Campsite,Yes,PATC Gravel Springs Hut Campsite,250591,NA,Designated Campsite,5,5,0,None,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,No,1940,Not sure about spatial info,0.007346,PATC Gravel Springs Hut Campsite,IB14001000208620001563,1,100,N,Virginia,RAPPAHANNOCK,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,Gravel Springs Gap,Little Hogback Overlook,Gravel Springs Gap to Little Hogback Overlook,N,FEDERAL FEE - NPS SHEN,38.76384,-78.23391,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.23391,38.76384,{7175da24-4dc1-4f9f-bcac-13653d24a22b},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1hDTbDYfmduiNWEuoYA8Ct0drIn9gtuRn/view?usp=drivesdk,https://drive.google.com/file/d/1Unvh7wj91Ok7o4A_mzlJXmheTEylyeNQ/view?usp=drivesdk,,,,,,,,,{b83191e0-739e-47f0-9582-fc2f2567c13e},Point
219,MARO,PATC,Pass Mtn Hut Campsite,Official A.T. Campsite,Yes,PATC Pass Mtn Hut Campsite,250594,NA,Designated Campsite,7,7,0,None,0,None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150,Wire Mesh,Yes,1939,Not sure about spatial info,0.010285,PATC Pass Mtn Hut Campsite,IB14001000208620001565,1,100,N,Virginia,RAPPAHANNOCK,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,Pass Mountain Hut Trail,Thornton Gap,Pass Mountain Hut Trail to Thornton Gap,N,FEDERAL FEE - NPS SHEN,38.67656,-78.31918,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.31918,38.67656,{9409d301-9f47-4246-8356-d7dd99ff6756},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1YOO0xAfhWY60XZTiqyp-MONSkvs9uH7F/view?usp=drivesdk,,,,,,,,,,{d4c6ea6c-536e-49dd-b62b-52bdd499c3ad},Point
220,MARO,PATC,Byrds Nest 3 Hut Campsite,Official A.T. Campsite,Yes,PATC Byrds Nest 3 Hut Campsite,250580,NA,Designated Campsite,4,4,0,None,0,None,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,No,2008,Not sure about spatial info,0.005877,PATC Byrds Nest 3 Hut Campsite,IB14001000208620001551,1,100,N,Virginia,PAGE,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Byrds Nest 3,Leading Ridge Trail,Byrds Nest 3 to Leading Ridge Trail,N,FEDERAL FEE - NPS SHEN,38.6344,-78.32404,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.32404,38.6344,{e46e9cbc-ae98-410d-8b3b-93a5f1b7f81c},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1_Vty8oZrxE8_uDrCUhndD5ZLSNgGCF5N/view?usp=drivesdk,https://drive.google.com/file/d/1AutCWEq-7r4zARTWAYdNdYGVVhQtdTd-/view?usp=drivesdk,,,,,,,,,{691a4abf-39e9-4344-b3a8-e715a574337f},Point
221,MARO,PATC,Rock Spring Hut Campsite,Official A.T. Campsite,Yes,PATC Rock Spring Hut Campsite,250600,NA,Designated Campsite,6,6,0,None,0,None,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,None,No,1940,Not sure about spatial info,0.008815,PATC Rock Spring Hut Campsite,IB14001000208620001572,1,100,N,Virginia,PAGE,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,Hawksbill Gap,Spitler Knoll Overlook,Hawksbill Gap to Spitler Knoll Overlook,N,FEDERAL FEE - NPS SHEN,38.55349,-78.40858,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.40858,38.55349,{8c454ed2-9b78-470b-8487-f64bf4af1d1b},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1i_zpCJmFJ4JVhy1rvJ25w6u0QY6V0Aup/view?usp=drivesdk,https://drive.google.com/file/d/1d_0ERcdSxkZWJ9tJzB_sm1U8gw3L64f4/view?usp=drivesdk,,,,,,,,,{58d96f9a-3907-4344-a2f4-6c7a37486733},Point
222,MARO,PATC,Bearfence Mtn Hut Campsite,Official A.T. Campsite,Yes,PATC Bearfence Mtn Hut Campsite,250577,CS536,Designated Campsite,6,6,0,None,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,No,1940,Not sure about spatial info,0.008815,PATC Bearfence Mtn Hut Campsite,IB14001000208620001549,1,100,N,Virginia,GREENE,Mid-Atlantic,Congressional District 5,Potomac Appalachian Trail Club,Bearfence Hut Trail,Lewis Mt. Trail,Bearfence Hut Trail to Lewis Mt. Trail,N,FEDERAL FEE - NPS SHEN,38.44406701,-78.47071487,0,0,Unknown / Not Specified,Unknown / Not Specified,<Null>,,New,Campsite,File Not Specified,0,0,Not Specified,0,0,0,0,0,-78.470715,38.444067,{1e68400b-9d86-4e1d-a3bd-7a746fc3cb06},Supplemental GPS Data,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1g1yK5EeO_pv0U4cMz10QKsHJU3bdjbHT/view?usp=drivesdk,https://drive.google.com/file/d/1YcrR7ksdlo7p2PAYdOm8TEKI3-l7cyaN/view?usp=drivesdk,https://drive.google.com/file/d/1ocvc3cEpUmWS2sMP7iyDHh72nf6fBz9B/view?usp=drivesdk,,,,,,,,{b786ab48-fa4c-46a5-8d14-22560bb5b66c},Point
